"Jour	Type	Clics	Impressions	CTR	CPC.moy.	Co?t	Position.moy.	Clics.convertis	Co?t.clic.converti	Taux.de.conversion.des.clics	Conv..apr?s.affichage	Valeur.de.conv..totale"
"05/06/2013	Generic	174	8945	0,019452208	0,57183908	99,5	932,7	0	0	0	0	0"
"06/06/2013	Generic	196	19308	0,010151233	0,538112245	105,47	935,9	1	105,47	0,005102041	2	42,95"
"07/06/2013	Generic	209	27995	0,007465619	0,53507177	111,83	992,1	0	0	0	13	0"
"08/06/2013	Generic	201	26120	0,007695253	0,534179104	107,37	870,4	1	107,37	0,004975124	7	116,8"
"09/06/2013	Generic	216	33826	0,006385621	0,525092593	113,42	931,3	1	113,42	0,00462963	10	57,75"
"10/06/2013	Generic	248	33629	0,007374587	0,488790323	121,22	929,2	3	40,40666667	0,012096774	11	191,1"
"11/06/2013	Generic	228	34358	0,006636009	0,521096491	118,81	946,5	0	0	0	14	0"
"12/06/2013	Generic	248	34130	0,007266335	0,492540323	122,15	941,4	0	0	0	10	0"
"13/06/2013	Generic	242	32111	0,007536358	0,502024793	121,49	971	1	121,49	0,004132231	10	109,7"
"14/06/2013	Generic	222	32869	0,006754084	0,513108108	113,91	983,8	1	113,91	0,004504505	10	90,25"
"15/06/2013	Generic	220	32403	0,006789495	0,517545455	113,86	995,9	0	0	0	7	0"
"16/06/2013	Generic	233	38209	0,00609804	0,486609442	113,38	987,8	0	0	0	7	0"
"17/06/2013	Generic	244	36016	0,006774767	0,506967213	123,7	947,5	1	123,7	0,004098361	18	26,35"
"18/06/2013	Generic	225	34848	0,006456612	0,516622222	116,24	975,8	0	0	0	10	0"
"19/06/2013	Generic	226	32701	0,006911104	0,49880531	112,73	959,7	1	112,73	0,004424779	27	109,75"
"20/06/2013	Generic	242	22861	0,010585714	0,476404959	115,29	821,5	1	115,29	0,004132231	17	64,5"
"21/06/2013	Generic	246	23755	0,010355715	0,456910569	112,4	789,2	3	37,46666667	0,012195122	19	332,35"
"22/06/2013	Generic	263	29102	0,00903718	0,435551331	114,55	786,2	1	114,55	0,003802281	16	182,4"
"23/06/2013	Generic	264	32137	0,00821483	0,432840909	114,27	763,1	1	114,27	0,003787879	19	84,85"
"24/06/2013	Generic	267	34945	0,007640578	0,441498127	117,88	783,1	2	58,94	0,007490637	12	277,2"
"25/06/2013	Generic	263	35773	0,007351913	0,456425856	120,04	804,2	2	60,02	0,007604563	22	205,25"
"26/06/2013	Generic	252	29464	0,00855281	0,465873016	117,4	808,7	1	117,4	0,003968254	23	345,2"
"27/06/2013	Generic	252	32478	0,007759098	0,464087302	116,95	803,4	0	0	0	17	0"
"28/06/2013	Generic	232	29124	0,007965939	0,479008621	111,13	798,1	0	0	0	16	0"
"29/06/2013	Generic	209	23225	0,008998924	0,455933014	95,29	768,7	1	95,29	0,004784689	15	49"
"30/06/2013	Generic	222	26621	0,008339281	0,449864865	99,87	794,3	1	99,87	0,004504505	15	30,4"
"01/07/2013	Generic	252	28666	0,008790902	0,47718254	120,25	785,8	1	120,25	0,003968254	29	63,45"
"02/07/2013	Generic	260	30559	0,008508132	0,448807692	116,69	851,6	1	116,69	0,003846154	37	44"
"03/07/2013	Generic	191	10543	0,018116286	0,499633508	95,43	810,5	0	0	0	10	0"
"04/07/2013	Generic	178	5583	0,0318825	0,518483146	92,29	749,5	0	0	0	0	0"
"05/07/2013	Generic	182	6413	0,028379853	0,509615385	92,75	800,1	0	0	0	0	0"
"06/07/2013	Generic	179	6536	0,027386781	0,517541899	92,64	761,5	0	0	0	0	0"
"07/07/2013	Generic	181	6264	0,028895275	0,511767956	92,63	777,8	0	0	0	0	0"
"08/07/2013	Generic	189	6563	0,028797806	0,524285714	99,09	809,6	0	0	0	0	0"
"09/07/2013	Generic	184	5224	0,035222052	0,532065217	97,9	792,3	1	97,9	0,005434783	0	64,75"
"10/07/2013	Generic	173	6345	0,027265563	0,557919075	96,52	790	0	0	0	0	0"
"11/07/2013	Generic	175	6371	0,027468215	0,537714286	94,1	769	0	0	0	0	0"
"12/07/2013	Generic	167	5607	0,029784198	0,551317365	92,07	798,3	0	0	0	0	0"
"13/07/2013	Generic	176	6498	0,027085257	0,525454545	92,48	783,2	0	0	0	0	0"
"14/07/2013	Generic	179	6404	0,02795128	0,513184358	91,86	763,2	0	0	0	0	0"
"15/07/2013	Generic	177	6856	0,025816803	0,547118644	96,84	791	0	0	0	0	0"
"16/07/2013	Generic	183	6814	0,026856472	0,520437158	95,24	812,7	0	0	0	0	0"
"17/07/2013	Generic	174	5360	0,032462687	0,545402299	94,9	795,2	0	0	0	0	0"
"18/07/2013	Generic	174	5779	0,030109015	0,534195402	92,95	877,9	0	0	0	0	0"
"19/07/2013	Generic	170	5404	0,031458179	0,540941176	91,96	781,3	0	0	0	0	0"
"20/07/2013	Generic	160	5366	0,029817369	0,57475	91,96	813,6	0	0	0	0	0"
"21/07/2013	Generic	174	5457	0,031885651	0,526206897	91,56	805,6	0	0	0	0	0"
"22/07/2013	Generic	169	7256	0,023291069	0,555266272	93,84	845,2	2	46,92	0,01183432	0	42,9"
"23/07/2013	Generic	167	5228	0,031943382	0,561377246	93,75	789,3	0	0	0	0	0"
"24/07/2013	Generic	166	4999	0,033206641	0,55686747	92,44	782,2	0	0	0	0	0"
"25/07/2013	Generic	165	5783	0,028531904	0,550121212	90,77	849,7	0	0	0	0	0"
"26/07/2013	Generic	177	5778	0,030633437	0,499943503	88,49	715,7	0	0	0	0	0"
"27/07/2013	Generic	166	6209	0,026735384	0,535963855	88,97	819,4	0	0	0	0	0"
"28/07/2013	Generic	178	5400	0,032962963	0,498314607	88,7	776,2	0	0	0	0	0"
"29/07/2013	Generic	173	5899	0,029327005	0,511213873	88,44	816,7	0	0	0	0	0"
"30/07/2013	Generic	152	6911	0,021993923	0,569934211	86,63	755,5	0	0	0	0	0"
"31/07/2013	Generic	159	6771	0,023482499	0,546415094	86,88	833,8	1	86,88	0,006289308	0	63,75"
"01/08/2013	Generic	175	8436	0,020744429	0,543885714	95,18	762,1	0	0	0	0	0"
"02/08/2013	Generic	162	7525	0,021528239	0,576111111	93,33	762,6	0	0	0	0	0"
"03/08/2013	Generic	175	7067	0,024762983	0,5352	93,66	825	0	0	0	0	0"
"04/08/2013	Generic	172	6982	0,024634775	0,542732558	93,35	796,5	1	93,35	0,005813953	0	115,95"
"05/08/2013	Generic	227	16958	0,013386013	0,495066079	112,38	807,1	1	112,38	0,004405286	2	35,95"
"06/08/2013	Generic	218	19488	0,011186371	0,509082569	110,98	814,2	0	0	0	3	0"
"07/08/2013	Generic	210	21919	0,009580729	0,519428571	109,08	754,3	1	109,08	0,004761905	6	58,7"
"08/08/2013	Generic	211	24554	0,008593305	0,529052133	111,63	828,2	0	0	0	8	0"
"09/08/2013	Generic	205	19975	0,010262829	0,512634146	105,09	775,7	1	105,09	0,004878049	0	57,45"
"10/08/2013	Generic	205	23416	0,008754698	0,511073171	104,77	857,6	0	0	0	5	0"
"11/08/2013	Generic	216	20577	0,010497157	0,482685185	104,26	804,9	1	104,26	0,00462963	8	42,95"
"12/08/2013	Generic	204	21501	0,009487931	0,513627451	104,78	624,6	1	104,78	0,004901961	9	44,35"
"13/08/2013	Generic	15	894	0,016778523	0,704666667	10,57	48,5	0	0	0	0	0"
"14/08/2013	Generic	55	22571	0,002436755	0,452363636	24,88	56,8	0	0	0	6	0"
"15/08/2013	Generic	58	15205	0,003814535	0,387931034	22,5	82,2	0	0	0	7	0"
"16/08/2013	Generic	61	19982	0,003052747	0,366393443	22,35	58,7	1	22,35	0,016393443	4	125,15"
"17/08/2013	Generic	53	17854	0,002968522	0,393962264	20,88	80,6	0	0	0	10	0"
"18/08/2013	Generic	58	16018	0,003620926	0,37	21,46	83,4	0	0	0	8	0"
"19/08/2013	Generic	49	15929	0,00307615	0,453061224	22,2	79,4	1	22,2	0,020408163	5	109,45"
"20/08/2013	Generic	54	17046	0,003167899	0,406666667	21,96	88,5	1	21,96	0,018518519	6	108,2"
"21/08/2013	Generic	45	17383	0,002588736	0,420666667	18,93	111,5	1	18,93	0,022222222	1	393,1"
"22/08/2013	Generic	48	18032	0,002661934	0,383958333	18,43	94,3	0	0	0	6	0"
"23/08/2013	Generic	48	18021	0,002663559	0,370416667	17,78	84,9	0	0	0	11	0"
"24/08/2013	Generic	47	15413	0,003049374	0,371489362	17,46	86,9	1	17,46	0,021276596	4	61,35"
"25/08/2013	Generic	49	17545	0,002792818	0,366530612	17,96	98,1	0	0	0	6	0"
"26/08/2013	Generic	51	27038	0,001886234	0,359803922	18,35	62,9	0	0	0	11	0"
"27/08/2013	Generic	41	16986	0,002413753	0,430243902	17,64	86,9	0	0	0	2	0"
"28/08/2013	Generic	42	17720	0,002370203	0,411666667	17,29	87,2	0	0	0	10	0"
"29/08/2013	Generic	41	25331	0,00161857	0,429268293	17,6	48,8	0	0	0	9	0"
"30/08/2013	Generic	44	15201	0,002894546	0,384772727	16,93	45,9	0	0	0	3	0"
"31/08/2013	Generic	31	16002	0,001937258	0,314516129	9,75	122,3	1	9,75	0,032258065	9	111,95"
"01/09/2013	Generic	46	22042	0,002086925	0,376521739	17,32	80,4	1	17,32	0,02173913	6	103,95"
"02/09/2013	Generic	76	25089	0,003029216	0,405394737	30,81	209,1	0	0	0	8	0"
"03/09/2013	Generic	60	11720	0,005119454	0,479333333	28,76	324,5	0	0	0	7	0"
"04/09/2013	Generic	33	2219	0,014871564	0,634848485	20,95	374,4	0	0	0	0	0"
"05/09/2013	Generic	30	2320	0,012931034	0,681333333	20,44	449,8	0	0	0	0	0"
"06/09/2013	Generic	39	10729	0,003635008	0,583333333	22,75	302,8	0	0	0	6	0"
"07/09/2013	Generic	40	11383	0,003514012	0,56375	22,55	334	0	0	0	7	0"
"08/09/2013	Generic	55	16082	0,003419973	0,456545455	25,11	353	0	0	0	8	0"
"09/09/2013	Generic	157	21096	0,007442169	0,635732484	99,81	609,7	1	99,81	0,006369427	6	78,25"
"10/09/2013	Generic	156	18996	0,008212255	0,62775641	97,93	669	1	97,93	0,006410256	3	37,95"
"11/09/2013	Generic	177	23594	0,007501907	0,556214689	98,45	767,7	0	0	0	9	0"
"12/09/2013	Generic	159	19584	0,008118873	0,61509434	97,8	698,2	0	0	0	4	0"
"13/09/2013	Generic	157	18775	0,008362184	0,539171975	84,65	797,5	0	0	0	6	0"
"14/09/2013	Generic	158	19473	0,008113799	0,582341772	92,01	654,2	2	46,005	0,012658228	10	197,9"
"15/09/2013	Generic	163	19756	0,008250658	0,568773006	92,71	704,8	0	0	0	9	0"
"16/09/2013	Generic	177	18953	0,009338891	0,566497175	100,27	713,8	1	100,27	0,005649718	4	173,45"
"17/09/2013	Generic	184	21158	0,008696474	0,53576087	98,58	715	2	49,29	0,010869565	6	174,4"
"18/09/2013	Generic	168	17703	0,009489917	0,564880952	94,9	755,8	0	0	0	5	0"
"19/09/2013	Generic	162	18763	0,008634014	0,576481481	93,39	649,6	0	0	0	7	0"
"20/09/2013	Generic	157	15513	0,010120544	0,55477707	87,1	661,1	1	87,1	0,006369427	4	474,2"
"21/09/2013	Generic	170	14498	0,011725755	0,537882353	91,44	716,7	0	0	0	8	0"
"22/09/2013	Generic	183	22755	0,008042189	0,504918033	92,4	707	1	92,4	0,005464481	8	28,45"
"23/09/2013	Generic	172	21167	0,008125856	0,563372093	96,9	745,2	0	0	0	15	0"
"24/09/2013	Generic	74	7102	0,0104196	0,584189189	43,23	429,5	0	0	0	3	0"
"25/09/2013	Generic	85	3745	0,022696929	0,495882353	42,15	678,3	0	0	0	0	0"
"26/09/2013	Generic	80	3008	0,026595745	0,510875	40,87	604,1	0	0	0	0	0"
"27/09/2013	Generic	71	7020	0,01011396	0,505915493	35,92	679,5	0	0	0	0	0"
"28/09/2013	Generic	76	4960	0,015322581	0,521315789	39,62	578,4	0	0	0	0	0"
"29/09/2013	Generic	69	6981	0,009883971	0,531884058	36,7	635,4	0	0	0	0	0"
"30/09/2013	Generic	74	3345	0,022122571	0,541351351	40,06	608,8	0	0	0	0	0"
"01/10/2013	Generic	81	5553	0,01458671	0,504691358	40,88	628,8	0	0	0	0	0"
"02/10/2013	Generic	74	5757	0,012853917	0,542972973	40,18	667,4	0	0	0	0	0"
"03/10/2013	Generic	83	4531	0,018318252	0,47626506	39,53	549,9	0	0	0	0	0"
"04/10/2013	Generic	82	3505	0,02339515	0,48097561	39,44	564,9	0	0	0	0	0"
"05/10/2013	Generic	80	4219	0,018961839	0,497875	39,83	682,6	0	0	0	0	0"
"06/10/2013	Generic	79	7428	0,010635433	0,505949367	39,97	634,9	0	0	0	0	0"
"07/10/2013	Generic	88	6263	0,014050774	0,567045455	49,9	650,9	0	0	0	0	0"
"08/10/2013	Generic	90	8622	0,010438413	0,498111111	44,83	644,5	0	0	0	0	0"
"09/10/2013	Generic	89	9194	0,009680226	0,556179775	49,5	726	0	0	0	0	0"
"10/10/2013	Generic	85	3932	0,021617497	0,562941176	47,85	596,3	0	0	0	0	0"
"11/10/2013	Generic	78	5011	0,015565755	0,596666667	46,54	510,9	0	0	0	0	0"
"12/10/2013	Generic	96	4144	0,023166023	0,5096875	48,93	575,1	0	0	0	0	0"
"13/10/2013	Generic	86	5035	0,017080437	0,53755814	46,23	555,9	0	0	0	0	0"
"14/10/2013	Generic	87	6575	0,013231939	0,505632184	43,99	622,1	0	0	0	0	0"
"15/10/2013	Generic	92	6151	0,014956918	0,533152174	49,05	612,1	0	0	0	0	0"
"16/10/2013	Generic	91	6972	0,013052209	0,493846154	44,94	596,2	0	0	0	0	0"
"17/10/2013	Generic	100	7681	0,013019138	0,5193	51,93	512,4	0	0	0	0	0"
"18/10/2013	Generic	75	9270	0,008090615	0,617466667	46,31	522,6	0	0	0	0	0"
"19/10/2013	Generic	93	7750	0,012	0,577419355	53,7	534,3	0	0	0	0	0"
"20/10/2013	Generic	98	11530	0,008499566	0,508979592	49,88	603,7	0	0	0	0	0"
"21/10/2013	Generic	114	14336	0,007952009	0,550614035	62,77	777	0	0	0	0	0"
"22/10/2013	Generic	102	11292	0,009032944	0,570490196	58,19	576,1	0	0	0	0	0"
"23/10/2013	Generic	116	10530	0,011016144	0,545086207	63,23	719,2	0	0	0	0	0"
"24/10/2013	Generic	91	10622	0,008567125	0,621978022	56,6	601,8	0	0	0	0	0"
"25/10/2013	Generic	95	9349	0,010161515	0,562947368	53,48	644,5	0	0	0	0	0"
"26/10/2013	Generic	97	10223	0,009488408	0,564948454	54,8	673,3	0	0	0	0	0"
"27/10/2013	Generic	101	12446	0,008115057	0,512574257	51,77	622,4	0	0	0	0	0"
"28/10/2013	Generic	103	13505	0,007626805	0,63592233	65,5	581,7	0	0	0	0	0"
"29/10/2013	Generic	93	11379	0,00817295	0,733333333	68,2	591,2	0	0	0	0	0"
"30/10/2013	Generic	78	9785	0,007971385	0,705384615	55,02	527,1	0	0	0	0	0"
"31/10/2013	Generic	80	9491	0,008429038	0,701875	56,15	604,6	0	0	0	0	0"
"01/11/2013	Generic	97	10433	0,009297422	0,654639175	63,5	683,6	0	0	0	0	0"
"02/11/2013	Generic	86	7432	0,011571582	0,745465116	64,11	550,4	0	0	0	0	0"
"03/11/2013	Generic	89	5854	0,01520328	0,720224719	64,1	603,5	0	0	0	0	0"
"04/11/2013	Generic	98	5581	0,017559577	0,690510204	67,67	526,7	0	0	0	0	0"
"05/11/2013	Generic	115	12613	0,009117577	0,598608696	68,84	501,6	0	0	0	4	0"
"06/11/2013	Generic	110	14430	0,007623008	0,716454545	78,81	558,4	0	0	0	3	0"
"07/11/2013	Generic	118	15433	0,007645953	0,689661017	81,38	688,7	0	0	0	0	0"
"08/11/2013	Generic	114	14936	0,007632566	0,738421053	84,18	656,5	0	0	0	2	0"
"09/11/2013	Generic	113	14795	0,007637715	0,664424779	75,08	496,8	0	0	0	3	0"
"10/11/2013	Generic	124	18611	0,006662726	0,760887097	94,35	607,4	0	0	0	6	0"
"11/11/2013	Generic	120	17217	0,006969855	0,764	91,68	584,1	0	0	0	5	0"
"12/11/2013	Generic	114	15327	0,007437855	0,690964912	78,77	640,1	2	39,385	0,01754386	2	62,9"
"13/11/2013	Generic	125	14274	0,008757181	0,7136	89,2	562,1	0	0	0	0	0"
"14/11/2013	Generic	114	14565	0,007826982	0,660526316	75,3	525,7	0	0	0	0	0"
"15/11/2013	Generic	103	12371	0,008325924	0,698932039	71,99	528,1	0	0	0	0	0"
"16/11/2013	Generic	125	13217	0,009457517	0,686	85,75	678,7	0	0	0	2	0"
"17/11/2013	Generic	109	16273	0,006698212	0,750550459	81,81	652,7	0	0	0	1	0"
"18/11/2013	Generic	133	15600	0,008525641	0,716691729	95,32	583,3	2	47,66	0,015037594	2	106,9"
"19/11/2013	Generic	118	15442	0,007641497	0,658050847	77,65	636,6	0	0	0	0	0"
"20/11/2013	Generic	106	15021	0,007056787	0,674716981	71,52	560,9	0	0	0	1	0"
"21/11/2013	Generic	125	15361	0,008137491	0,64968	81,21	564	0	0	0	2	0"
"22/11/2013	Generic	110	13112	0,008389262	0,635272727	69,88	722,1	0	0	0	2	0"
"23/11/2013	Generic	116	12817	0,00905048	0,701810345	81,41	509,5	0	0	0	2	0"
"24/11/2013	Generic	113	15923	0,007096653	0,673097345	76,06	661,9	0	0	0	2	0"
"25/11/2013	Generic	124	16043	0,007729228	0,671854839	83,31	627,1	1	83,31	0,008064516	0	87,95"
"26/11/2013	Generic	112	14549	0,007698124	0,684375	76,65	605,7	0	0	0	3	0"
"27/11/2013	Generic	97	15154	0,00640095	0,62814433	60,93	692,5	0	0	0	7	0"
"28/11/2013	Generic	98	13620	0,007195301	0,747346939	73,24	590,4	0	0	0	5	0"
"29/11/2013	Generic	84	13281	0,006324825	0,705714286	59,28	615,1	0	0	0	0	0"
"30/11/2013	Generic	81	12232	0,006621975	0,720740741	58,38	534,5	0	0	0	0	0"
"01/12/2013	Generic	104	15957	0,006517516	0,678557692	70,57	700,3	0	0	0	3	0"
"02/12/2013	Generic	126	15682	0,008034689	0,715634921	90,17	844,6	0	0	0	0	0"
"03/12/2013	Generic	96	15531	0,006181186	0,763645833	73,31	750,7	0	0	0	0	0"
"04/12/2013	Generic	98	13998	0,007001	0,661938776	64,87	737	0	0	0	1	0"
"05/12/2013	Generic	101	11900	0,008487395	0,706732673	71,38	549	1	71,38	0,00990099	1	137,95"
"06/12/2013	Generic	87	11614	0,007490959	0,712873563	62,02	703,8	0	0	0	0	0"
"07/12/2013	Generic	95	10141	0,009367912	0,721157895	68,51	654,8	0	0	0	0	0"
"08/12/2013	Generic	97	12682	0,007648636	0,628556701	60,97	741,1	0	0	0	0	0"
"09/12/2013	Generic	99	12699	0,007795889	0,685151515	67,83	762,7	0	0	0	2	0"
"10/12/2013	Generic	97	12787	0,007585829	0,68628866	66,57	747,7	0	0	0	0	0"
"11/12/2013	Generic	116	11786	0,009842186	0,699396552	81,13	689,2	0	0	0	1	0"
"12/12/2013	Generic	95	11060	0,008589512	0,622842105	59,17	698,9	0	0	0	0	0"
"13/12/2013	Generic	93	10669	0,008716843	0,714516129	66,45	796,2	0	0	0	0	0"
"14/12/2013	Generic	91	9843	0,009245149	0,714835165	65,05	652,1	0	0	0	0	0"
"15/12/2013	Generic	106	13499	0,007852434	0,667075472	70,71	675,1	0	0	0	3	0"
"16/12/2013	Generic	89	13841	0,006430171	0,761348315	67,76	765,2	0	0	0	0	0"
"17/12/2013	Generic	105	12332	0,008514434	0,666857143	70,02	783,4	2	35,01	0,019047619	1	130,9"
"18/12/2013	Generic	93	10455	0,008895265	0,654301075	60,85	771,8	0	0	0	0	0"
"19/12/2013	Generic	85	9469	0,008976661	0,69	58,65	672	0	0	0	0	0"
"20/12/2013	Generic	75	8272	0,009066731	0,752	56,4	713,1	1	56,4	0,013333333	0	59,95"
"21/12/2013	Generic	72	7869	0,009149828	0,689861111	49,67	712,1	0	0	0	0	0"
"22/12/2013	Generic	81	9066	0,00893448	0,640617284	51,89	634,5	0	0	0	1	0"
"23/12/2013	Generic	69	9663	0,00714064	0,718695652	49,59	843,5	0	0	0	0	0"
"24/12/2013	Generic	69	7629	0,009044436	0,703478261	48,54	702,6	0	0	0	0	0"
"25/12/2013	Generic	59	6050	0,009752066	0,697288136	41,14	663,3	0	0	0	1	0"
"26/12/2013	Generic	109	10160	0,010728346	0,734862385	80,1	645,8	0	0	0	0	0"
"27/12/2013	Generic	130	11745	0,01106854	0,679461538	88,33	719	0	0	0	0	0"
"28/12/2013	Generic	126	12379	0,010178528	0,593968254	74,84	807,8	0	0	0	1	0"
"29/12/2013	Generic	134	13173	0,010172322	0,613208955	82,17	800	1	82,17	0,007462687	0	179,3"
"30/12/2013	Generic	137	13831	0,009905285	0,587956204	80,55	826,5	0	0	0	0	0"
"31/12/2013	Generic	130	13305	0,009770763	0,598230769	77,77	873,6	1	77,77	0,007692308	0	51,15"
"01/01/2014	Generic	179	21670	0,008260268	0,505307263	90,45	860,5	0	0	0	3	0"
"02/01/2014	Generic	173	26734	0,00647116	0,549306358	95,03	792,8	0	0	0	2	0"
"03/01/2014	Generic	198	28190	0,007023767	0,495	98,01	808	0	0	0	1	0"
"04/01/2014	Generic	191	28620	0,006673655	0,521570681	99,62	797,6	2	49,81	0,010471204	0	96,9"
"05/01/2014	Generic	200	32949	0,006069987	0,52735	105,47	727,8	0	0	0	3	0"
"06/01/2014	Generic	252	35116	0,007176216	0,528611111	133,21	974,6	0	0	0	2	0"
"07/01/2014	Generic	221	33825	0,006533629	0,597511312	132,05	962,8	0	0	0	0	0"
"08/01/2014	Generic	180	33337	0,005399406	0,5395	97,11	785,2	0	0	0	1	0"
"09/01/2014	Generic	43	19367	0,002220272	0,346511628	14,9	24	0	0	0	2	0"
"10/01/2014	Generic	37	19097	0,001937477	0,342432432	12,67	24	0	0	0	1	0"
"11/01/2014	Generic	38	17010	0,00223398	0,334473684	12,71	24	1	12,71	0,026315789	3	69,8"
"12/01/2014	Generic	51	22322	0,002284742	0,355882353	18,15	24	1	18,15	0,019607843	0	44,35"
"13/01/2014	Generic	53	22301	0,002376575	0,317735849	16,84	24	1	16,84	0,018867925	7	55,95"
"14/01/2014	Generic	37	19877	0,001861448	0,358378378	13,26	24	0	0	0	0	0"
"15/01/2014	Generic	28	11980	0,002337229	0,347857143	9,74	22	1	9,74	0,035714286	1	87,7"
"16/01/2014	Generic	167	184117	0,000907032	0,36748503	61,37	37	1	61,37	0,005988024	2	65,1"
"17/01/2014	Generic	423	416063	0,001016673	0,397163121	168	48	0	0	0	1	0"
"18/01/2014	Generic	461	438418	0,001051508	0,408177874	188,17	48	2	94,085	0,004338395	7	109,55"
"19/01/2014	Generic	496	472666	0,001049367	0,378891129	187,93	48	1	187,93	0,002016129	4	101,9"
"20/01/2014	Generic	415	460272	0,000901641	0,444626506	184,52	48	0	0	0	5	0"
"21/01/2014	Generic	498	517768	0,000961821	0,43313253	215,7	48	1	215,7	0,002008032	2	85,45"
"22/01/2014	Generic	491	531198	0,000924326	0,438105906	215,11	69,6	1	215,11	0,00203666	9	77,2"
"23/01/2014	Generic	584	610797	0,000956128	0,424520548	247,92	89	1	247,92	0,001712329	9	174,95"
"24/01/2014	Generic	583	572863	0,001017695	0,450137221	262,43	87,7	0	0	0	6	0"
"25/01/2014	Generic	590	558206	0,001056957	0,417898305	246,56	79,1	2	123,28	0,003389831	3	228,3"
"26/01/2014	Generic	704	636279	0,001106433	0,394048295	277,41	79	0	0	0	6	0"
"27/01/2014	Generic	630	633130	0,000995056	0,446428571	281,25	79,8	1	281,25	0,001587302	1	184,65"
"28/01/2014	Generic	428	375444	0,001139984	0,428785047	183,52	79,1	0	0	0	6	0"
"29/01/2014	Generic	392	305208	0,00128437	0,381479592	149,54	79,3	1	149,54	0,00255102	5	28,95"
"30/01/2014	Generic	103	94558	0,001089279	0,427087379	43,99	39,6	0	0	0	2	0"
"31/01/2014	Generic	259	259262	0,000998989	0,436370656	113,02	30,4	0	0	0	0	0"
"01/02/2014	Generic	476	386409	0,001231855	0,392857143	187	81,8	1	187	0,00210084	2	93,4"
"02/02/2014	Generic	529	451922	0,001170556	0,401833648	212,57	81,7	1	212,57	0,001890359	9	3"
"03/02/2014	Generic	514	471993	0,001088999	0,420330739	216,05	81,9	2	108,025	0,003891051	7	81"
"04/02/2014	Generic	158	109047	0,001448917	0,381835443	60,33	54,7	1	60,33	0,006329114	3	56,7"
"05/02/2014	Generic	89	22130	0,00402169	0,330561798	29,42	24	0	0	0	3	0"
"06/02/2014	Generic	156	31010	0,005030635	0,274935897	42,89	24	1	42,89	0,006410256	0	60,05"
"07/02/2014	Generic	180	32066	0,005613422	0,214166667	38,55	24	1	38,55	0,005555556	1	137,95"
"08/02/2014	Generic	263	34443	0,007635804	0,209277567	55,04	21	0	0	0	2	0"
"09/02/2014	Generic	310	45299	0,006843418	0,20783871	64,43	23	0	0	0	0	0"
"10/02/2014	Generic	255	44139	0,005777204	0,235098039	59,95	24	0	0	0	6	0"
"11/02/2014	Generic	198	37208	0,005321436	0,264040404	52,28	24	2	26,14	0,01010101	1	674,55"
"12/02/2014	Generic	203	38833	0,005227513	0,258423645	52,46	24	2	26,23	0,009852217	0	138,95"
"13/02/2014	Generic	1105	512579	0,002155765	0,340995475	376,8	166,5	0	0	0	1	0"
"14/02/2014	Generic	1669	541699	0,003081047	0,345422409	576,51	452,5	0	0	0	2	0"
"15/02/2014	Generic	1307	175085	0,007464946	0,271759755	355,19	408,8	0	0	0	1	0"
"16/02/2014	Generic	1310	196289	0,006673833	0,268007634	351,09	418,1	0	0	0	2	0"
"17/02/2014	Generic	2088	302137	0,006910772	0,348625479	727,93	398,4	2	363,965	0,000957854	0	138,1"
"18/02/2014	Generic	901	110348	0,008165078	0,321520533	289,69	266,1	3	96,56333333	0,003329634	1	149,75"
"19/02/2014	Generic	454	62553	0,007257845	0,282863436	128,42	181,4	1	128,42	0,002202643	1	61,8"
"20/02/2014	Generic	430	60216	0,007140959	0,288511628	124,06	188,4	0	0	0	0	0"
"21/02/2014	Generic	876	130743	0,006700168	0,374063927	327,68	232,5	1	327,68	0,001141553	1	124,2"
"22/02/2014	Generic	1155	177060	0,006523212	0,356415584	411,66	361,4	0	0	0	1	0"
"23/02/2014	Generic	1249	207531	0,006018378	0,349639712	436,7	313,1	1	436,7	0,000800641	4	1"
"24/02/2014	Generic	1478	238460	0,006198105	0,380615697	562,55	333,7	3	187,5166667	0,00202977	4	121,6"
"25/02/2014	Generic	1340	215941	0,006205399	0,389537313	521,98	348,6	2	260,99	0,001492537	2	39,95"
"26/02/2014	Generic	895	145238	0,006162299	0,492826816	441,08	345,9	0	0	0	6	0"
"27/02/2014	Generic	515	95496	0,005392896	0,469165049	241,62	278,6	0	0	0	0	0"
"28/02/2014	Generic	509	107318	0,004742914	0,547544204	278,7	223,5	0	0	0	0	0"
"01/03/2014	Generic	19	2508	0,007575758	0,764736842	14,53	0	0	0	0	0	0"
"02/03/2014	Generic	19	2974	0,006388702	0,53	10,07	0	0	0	0	0	0"
"03/03/2014	Generic	806	170458	0,004728438	0,535980149	432	186,2	1	432	0,001240695	0	67,95"
"04/03/2014	Generic	908	243239	0,003732954	0,550132159	499,52	535,6	0	0	0	0	0"
"05/03/2014	Generic	274	83713	0,003273088	0,583321168	159,83	333,1	0	0	0	0	0"
"06/03/2014	Generic	25	2294	0,010897995	0,6136	15,34	0	0	0	0	0	0"
"07/03/2014	Generic	19	2408	0,007890365	0,895789474	17,02	0	0	0	0	0	0"
"08/03/2014	Generic	20	2269	0,008814456	0,6735	13,47	0	0	0	0	0	0"
"09/03/2014	Generic	19	2810	0,006761566	0,635263158	12,07	0	0	0	0	0	0"
