"Jour	Type	Clics	Impressions	CTR	CPC.moy.	Co?t	Position.moy.	Clics.convertis	Co?t.clic.converti	Taux.de.conversion.des.clics	Conv..apr?s.affichage	Valeur.de.conv..totale"
"09/10/2012	Generic	51	15686	0,003251307	0,665686275	33,95	368,6	0	0	0	4	0"
"10/10/2012	Generic	62	15207	0,00407707	0,552741935	34,27	656,8	1	34,27	0,016129032	0	89,45"
"11/10/2012	Generic	60	13849	0,004332443	0,602666667	36,16	629,1	0	0	0	0	0"
"12/10/2012	Generic	55	12204	0,004506719	0,592909091	32,61	578,3	0	0	0	0	0"
"13/10/2012	Generic	54	11798	0,004577047	0,576666667	31,14	706,6	0	0	0	0	0"
"14/10/2012	Generic	62	12066	0,005138405	0,529193548	32,81	636,4	0	0	0	0	0"
"15/10/2012	Generic	58	14183	0,004089403	0,572413793	33,2	569,7	0	0	0	0	0"
"16/10/2012	Generic	58	16437	0,003528624	0,563275862	32,67	698,9	0	0	0	0	0"
"17/10/2012	Generic	60	13684	0,004384683	0,545166667	32,71	702,8	0	0	0	0	0"
"18/10/2012	Generic	52	12573	0,004135847	0,5825	30,29	613,2	0	0	0	0	0"
"19/10/2012	Generic	48	10317	0,004652515	0,605	29,04	660,6	0	0	0	0	0"
"20/10/2012	Generic	58	8543	0,006789184	0,529482759	30,71	526	0	0	0	0	0"
"21/10/2012	Generic	63	11114	0,005668526	0,541269841	34,1	638,4	0	0	0	0	0"
"22/10/2012	Generic	54	16556	0,003261657	0,590555556	31,89	550,3	0	0	0	0	0"
"23/10/2012	Generic	56	13287	0,004214646	0,563214286	31,54	665,5	2	15,77	0,035714286	0	114,9"
"24/10/2012	Generic	52	5010	0,010379242	0,595961538	30,99	558,3	0	0	0	0	0"
"25/10/2012	Generic	44	987	0,044579534	0,651363636	28,66	546,9	0	0	0	0	0"
"26/10/2012	Generic	42	843	0,049822064	0,680238095	28,57	399	1	28,57	0,023809524	0	51,95"
"27/10/2012	Generic	44	1041	0,042267051	0,676590909	29,77	385,7	0	0	0	0	0"
"28/10/2012	Generic	47	926	0,05075594	0,587446809	27,61	548,2	0	0	0	0	0"
"29/10/2012	Generic	45	979	0,045965271	0,643555556	28,96	494	0	0	0	0	0"
"30/10/2012	Generic	43	899	0,047830923	0,643953488	27,69	560,1	0	0	0	0	0"
"31/10/2012	Generic	39	734	0,053133515	0,657948718	25,66	448,9	0	0	0	0	0"
"01/11/2012	Generic	47	1182	0,039763113	0,655744681	30,82	602,9	0	0	0	0	0"
"02/11/2012	Generic	43	6370	0,006750392	0,665116279	28,6	491,2	0	0	0	0	0"
"03/11/2012	Generic	46	1174	0,039182283	0,660869565	30,4	495,4	0	0	0	0	0"
"04/11/2012	Generic	47	5469	0,008593893	0,654042553	30,74	308,2	0	0	0	0	0"
"05/11/2012	Generic	54	1093	0,049405306	0,559444444	30,21	605,4	0	0	0	0	0"
"06/11/2012	Generic	50	1200	0,041666667	0,6162	30,81	624,6	0	0	0	0	0"
"07/11/2012	Generic	45	3934	0,011438739	0,686	30,87	392,2	0	0	0	0	0"
"08/11/2012	Generic	47	1100	0,042727273	0,650425532	30,57	536,5	0	0	0	0	0"
"09/11/2012	Generic	58	1234	0,047001621	0,530517241	30,77	713,9	0	0	0	0	0"
"10/11/2012	Generic	50	1372	0,036443149	0,5858	29,29	564,8	0	0	0	0	0"
"11/11/2012	Generic	53	1428	0,037114846	0,573962264	30,42	593,4	0	0	0	0	0"
"12/11/2012	Generic	55	1131	0,048629531	0,574909091	31,62	641,1	0	0	0	0	0"
"13/11/2012	Generic	52	1246	0,041733547	0,6075	31,59	527,7	0	0	0	0	0"
"14/11/2012	Generic	48	1223	0,039247751	0,641666667	30,8	653,5	0	0	0	0	0"
"15/11/2012	Generic	51	1949	0,026167265	0,59372549	30,28	689,8	0	0	0	0	0"
"16/11/2012	Generic	48	1505	0,031893688	0,614166667	29,48	651,6	0	0	0	0	0"
"17/11/2012	Generic	48	1227	0,039119804	0,622083333	29,86	509,1	0	0	0	0	0"
"18/11/2012	Generic	49	1234	0,039708266	0,61755102	30,26	613,2	0	0	0	0	0"
"19/11/2012	Generic	50	1504	0,033244681	0,5986	29,93	532,1	0	0	0	0	0"
"20/11/2012	Generic	45	5408	0,008321006	0,667555556	30,04	451,3	0	0	0	0	0"
"21/11/2012	Generic	52	968	0,053719008	0,567115385	29,49	594,9	0	0	0	0	0"
"22/11/2012	Generic	51	917	0,05561614	0,600784314	30,64	590,7	0	0	0	0	0"
"23/11/2012	Generic	49	1584	0,030934343	0,562653061	27,57	715,4	0	0	0	0	0"
"24/11/2012	Generic	46	1214	0,037891269	0,623695652	28,69	678,4	0	0	0	0	0"
"25/11/2012	Generic	52	1651	0,031496063	0,580961538	30,21	645,4	0	0	0	0	0"
"26/11/2012	Generic	54	1287	0,041958042	0,597222222	32,25	650,4	0	0	0	0	0"
"27/11/2012	Generic	51	1416	0,036016949	0,584509804	29,81	405	0	0	0	0	0"
"28/11/2012	Generic	44	1070	0,041121495	0,636363636	28	551,2	0	0	0	0	0"
"29/11/2012	Generic	46	826	0,055690073	0,647391304	29,78	535,4	0	0	0	0	0"
"30/11/2012	Generic	43	953	0,045120672	0,609534884	26,21	416,9	0	0	0	0	0"
"01/12/2012	Generic	48	1121	0,042818912	0,60625	29,1	434,2	0	0	0	0	0"
"02/12/2012	Generic	48	1279	0,03752932	0,626875	30,09	527,6	0	0	0	0	0"
"03/12/2012	Generic	53	1385	0,038267148	0,626792453	33,22	525,8	0	0	0	0	0"
"04/12/2012	Generic	45	1149	0,039164491	0,706222222	31,78	554,7	0	0	0	0	0"
"05/12/2012	Generic	49	1045	0,046889952	0,66244898	32,46	528,7	0	0	0	0	0"
"06/12/2012	Generic	51	1049	0,048617731	0,607843137	31	459,3	0	0	0	0	0"
"07/12/2012	Generic	48	1323	0,036281179	0,641041667	30,77	633,4	0	0	0	0	0"
"08/12/2012	Generic	45	1213	0,037098104	0,617333333	27,78	567	0	0	0	0	0"
"09/12/2012	Generic	53	1233	0,04298459	0,546415094	28,96	687,6	0	0	0	0	0"
"10/12/2012	Generic	53	1536	0,034505208	0,631698113	33,48	645,7	0	0	0	0	0"
"11/12/2012	Generic	54	976	0,055327869	0,613703704	33,14	605,3	0	0	0	0	0"
"12/12/2012	Generic	48	1319	0,036391205	0,639166667	30,68	493	0	0	0	0	0"
"13/12/2012	Generic	50	1356	0,036873156	0,6272	31,36	658	1	31,36	0,02	0	22,45"
"14/12/2012	Generic	52	1212	0,04290429	0,568653846	29,57	588,5	0	0	0	0	0"
"15/12/2012	Generic	46	1032	0,044573643	0,605652174	27,86	562,3	0	0	0	0	0"
"16/12/2012	Generic	49	984	0,049796748	0,550408163	26,97	563,1	1	26,97	0,020408163	0	62,95"
"17/12/2012	Generic	48	1292	0,037151703	0,62125	29,82	597,1	0	0	0	0	0"
"18/12/2012	Generic	48	1232	0,038961039	0,64875	31,14	558,8	0	0	0	0	0"
"19/12/2012	Generic	53	1211	0,043765483	0,579056604	30,69	720,9	0	0	0	0	0"
"20/12/2012	Generic	50	1397	0,035790981	0,5822	29,11	652,9	0	0	0	0	0"
"21/12/2012	Generic	45	1169	0,03849444	0,637333333	28,68	654,8	0	0	0	0	0"
"22/12/2012	Generic	43	1153	0,037294016	0,596976744	25,67	687,6	0	0	0	0	0"
"23/12/2012	Generic	43	1279	0,033620016	0,605813953	26,05	694,9	0	0	0	0	0"
"24/12/2012	Generic	40	1109	0,03606853	0,668	26,72	517,5	1	26,72	0,025	0	98,95"
"25/12/2012	Generic	39	1145	0,034061135	0,662051282	25,82	631,3	0	0	0	0	0"
"26/12/2012	Generic	46	1037	0,044358727	0,604782609	27,82	462,1	0	0	0	0	0"
"27/12/2012	Generic	44	1015	0,043349754	0,632272727	27,82	488,5	0	0	0	0	0"
"28/12/2012	Generic	44	741	0,059379217	0,598409091	26,33	453,7	0	0	0	0	0"
"29/12/2012	Generic	44	563	0,078152753	0,543409091	23,91	407,6	0	0	0	0	0"
"30/12/2012	Generic	45	897	0,050167224	0,545333333	24,54	479,9	0	0	0	0	0"
"31/12/2012	Generic	46	937	0,04909285	0,539347826	24,81	440,1	0	0	0	0	0"
"01/01/2013	Generic	54	776	0,069587629	0,550740741	29,74	524,2	0	0	0	0	0"
"02/01/2013	Generic	55	1002	0,05489022	0,520363636	28,62	591,2	0	0	0	0	0"
"03/01/2013	Generic	73	5767	0,012658228	0,477260274	34,84	559,4	1	34,84	0,01369863	2	94,95"
"04/01/2013	Generic	86	8524	0,01008916	0,47755814	41,07	578,2	2	20,535	0,023255814	5	104,8"
"05/01/2013	Generic	80	8714	0,009180629	0,49875	39,9	493,3	1	39,9	0,0125	3	120,45"
"06/01/2013	Generic	117	15940	0,007340025	0,421623932	49,33	507,6	1	49,33	0,008547009	4	84,25"
"07/01/2013	Generic	131	21991	0,005956982	0,437099237	57,26	569,4	2	28,63	0,015267176	12	92,55"
"08/01/2013	Generic	116	20567	0,005640103	0,442931034	51,38	627	0	0	0	9	0"
"09/01/2013	Generic	111	18157	0,006113345	0,438378378	48,66	580,4	0	0	0	11	0"
"10/01/2013	Generic	111	18258	0,006079527	0,452342342	50,21	544,5	2	25,105	0,018018018	7	146,95"
"11/01/2013	Generic	98	16205	0,006047516	0,473367347	46,39	531,1	0	0	0	6	0"
"12/01/2013	Generic	86	13739	0,006259553	0,464069767	39,91	462,1	0	0	0	2	0"
"13/01/2013	Generic	100	15712	0,006364562	0,4485	44,85	484,7	2	22,425	0,02	5	127,9"
"14/01/2013	Generic	85	16430	0,005173463	0,487058824	41,4	274,6	0	0	0	3	0"
"15/01/2013	Generic	91	15027	0,006055766	0,504615385	45,92	459,5	0	0	0	8	0"
"16/01/2013	Generic	92	15838	0,005808814	0,469891304	43,23	501,4	0	0	0	4	0"
"17/01/2013	Generic	93	16512	0,005632267	0,469677419	43,68	439,2	1	43,68	0,010752688	2	175,95"
"18/01/2013	Generic	97	16951	0,005722376	0,435670103	42,26	511,2	0	0	0	5	0"
"19/01/2013	Generic	92	15440	0,005958549	0,469347826	43,18	422,2	0	0	0	5	0"
"20/01/2013	Generic	107	17701	0,006044856	0,437102804	46,77	461,8	2	23,385	0,018691589	7	106,9"
"21/01/2013	Generic	99	19250	0,005142857	0,459191919	45,46	412,2	0	0	0	9	0"
"22/01/2013	Generic	94	17487	0,005375422	0,478085106	44,94	445	0	0	0	3	0"
"23/01/2013	Generic	101	16625	0,006075188	0,442376238	44,68	491,4	3	14,89333333	0,02970297	7	436,5"
"24/01/2013	Generic	91	15179	0,005995125	0,441098901	40,14	574,6	0	0	0	2	0"
"25/01/2013	Generic	134	16689	0,008029241	0,506567164	67,88	519,8	0	0	0	3	0"
"26/01/2013	Generic	146	13751	0,01061741	0,473767123	69,17	648,4	0	0	0	4	0"
"27/01/2013	Generic	152	16328	0,009309162	0,486381579	73,93	653,5	0	0	0	6	0"
"28/01/2013	Generic	153	19648	0,007787052	0,495816993	75,86	596,9	2	37,93	0,013071895	7	183"
"29/01/2013	Generic	166	19779	0,00839274	0,47186747	78,33	595,3	3	26,11	0,018072289	5	276,45"
"30/01/2013	Generic	160	19032	0,008406894	0,47925	76,68	691,1	1	76,68	0,00625	12	54,75"
"31/01/2013	Generic	50	4141	0,012074378	0,491	24,55	320,5	0	0	0	2	0"
"01/02/2013	Generic	115	12497	0,009202209	0,561565217	64,58	232,4	0	0	0	0	0"
"02/02/2013	Generic	166	18095	0,009173805	0,484759036	80,47	689,4	1	80,47	0,006024096	2	68,85"
"03/02/2013	Generic	182	21743	0,00837051	0,468846154	85,33	649,6	2	42,665	0,010989011	7	264,95"
"04/02/2013	Generic	183	22264	0,008219547	0,467923497	85,63	704,3	1	85,63	0,005464481	3	261,45"
"05/02/2013	Generic	185	20495	0,009026592	0,474810811	87,84	703,1	0	0	0	5	0"
"06/02/2013	Generic	181	19936	0,009079053	0,467790055	84,67	658,3	0	0	0	4	0"
"07/02/2013	Generic	172	20013	0,008594414	0,483372093	83,14	688,5	1	83,14	0,005813953	6	387,95"
"08/02/2013	Generic	183	18478	0,009903669	0,457814208	83,78	559,2	1	83,78	0,005464481	7	110,45"
"09/02/2013	Generic	160	18213	0,008784934	0,4870625	77,93	591,1	0	0	0	4	0"
"10/02/2013	Generic	166	22247	0,00746168	0,486686747	80,79	658,7	1	80,79	0,006024096	8	209,95"
"11/02/2013	Generic	184	21974	0,008373532	0,476630435	87,7	600,7	2	43,85	0,010869565	4	202,75"
"12/02/2013	Generic	189	22656	0,008342161	0,453915344	85,79	645,2	0	0	0	8	0"
"13/02/2013	Generic	180	22601	0,007964249	0,483722222	87,07	689,4	1	87,07	0,005555556	5	405,9"
"14/02/2013	Generic	156	19539	0,007984032	0,504038462	78,63	624	0	0	0	5	0"
"15/02/2013	Generic	156	18570	0,008400646	0,499294872	77,89	775,5	1	77,89	0,006410256	3	246,1"
"16/02/2013	Generic	173	16758	0,010323428	0,455317919	78,77	650,6	1	78,77	0,005780347	4	51,95"
"17/02/2013	Generic	175	20883	0,008380022	0,472457143	82,68	675,3	1	82,68	0,005714286	6	150,45"
"18/02/2013	Generic	163	23965	0,006801586	0,49797546	81,17	630,2	0	0	0	7	0"
"19/02/2013	Generic	165	21059	0,00783513	0,487757576	80,48	668,6	1	80,48	0,006060606	8	61,45"
"20/02/2013	Generic	161	23256	0,006922945	0,536335404	86,35	709,5	1	86,35	0,00621118	8	82,45"
"21/02/2013	Generic	167	20133	0,008294839	0,508323353	84,89	675,3	0	0	0	2	0"
"22/02/2013	Generic	161	18060	0,008914729	0,52173913	84	720,2	0	0	0	7	0"
"23/02/2013	Generic	172	18731	0,009182638	0,491627907	84,56	730	0	0	0	6	0"
"24/02/2013	Generic	190	23241	0,008175208	0,481368421	91,46	742,4	0	0	0	6	0"
"25/02/2013	Generic	188	24411	0,007701446	0,495638298	93,18	696,6	1	93,18	0,005319149	12	25,45"
"26/02/2013	Generic	186	25167	0,007390631	0,481612903	89,58	670,2	2	44,79	0,010752688	10	283,4"
"27/02/2013	Generic	186	28074	0,006625347	0,483333333	89,9	743,1	1	89,9	0,005376344	8	37,05"
"28/02/2013	Generic	193	28421	0,006790753	0,485233161	93,65	691,6	1	93,65	0,005181347	9	295,45"
"01/03/2013	Generic	155	19761	0,007843733	0,523548387	81,15	812,7	0	0	0	4	0"
"02/03/2013	Generic	139	12515	0,011106672	0,550719424	76,55	806,4	0	0	0	3	0"
"03/03/2013	Generic	145	15697	0,009237434	0,555517241	80,55	801,4	0	0	0	4	0"
"04/03/2013	Generic	141	14428	0,009772664	0,555460993	78,32	821,3	0	0	0	2	0"
"05/03/2013	Generic	139	12314	0,011287965	0,562805755	78,23	819,7	1	78,23	0,007194245	1	975,95"
"06/03/2013	Generic	145	17318	0,008372791	0,598758621	86,82	891,7	0	0	0	2	0"
"07/03/2013	Generic	148	14736	0,010043431	0,570067568	84,37	793,7	0	0	0	9	0"
"08/03/2013	Generic	149	12941	0,011513793	0,55852349	83,22	784,9	0	0	0	3	0"
"09/03/2013	Generic	153	14565	0,010504634	0,562614379	86,08	745	0	0	0	1	0"
"10/03/2013	Generic	166	18400	0,009021739	0,532228916	88,35	772,1	0	0	0	5	0"
"11/03/2013	Generic	161	18316	0,008790129	0,556583851	89,61	816,5	0	0	0	6	0"
"12/03/2013	Generic	156	17733	0,008797158	0,574615385	89,64	852	1	89,64	0,006410256	0	13,45"
"13/03/2013	Generic	163	15133	0,010771162	0,524171779	85,44	824,9	1	85,44	0,006134969	5	233,45"
"14/03/2013	Generic	153	13837	0,01105731	0,563006536	86,14	769,9	1	86,14	0,006535948	4	11,95"
"15/03/2013	Generic	145	15398	0,009416807	0,555448276	80,54	691,6	0	0	0	5	0"
"16/03/2013	Generic	167	15961	0,010463004	0,51502994	86,01	788,6	0	0	0	2	0"
"17/03/2013	Generic	173	17891	0,009669666	0,515202312	89,13	751,1	0	0	0	4	0"
"18/03/2013	Generic	167	17831	0,009365711	0,523772455	87,47	717	2	43,735	0,011976048	6	220,9"
"19/03/2013	Generic	158	15520	0,010180412	0,524367089	82,85	774,3	0	0	0	4	0"
"20/03/2013	Generic	161	14758	0,010909337	0,525341615	84,58	733,6	0	0	0	5	0"
"21/03/2013	Generic	166	13980	0,011874106	0,507831325	84,3	701,7	1	84,3	0,006024096	3	86,45"
"22/03/2013	Generic	173	17719	0,009763531	0,501965318	86,84	653,1	0	0	0	5	0"
"23/03/2013	Generic	182	23245	0,007829641	0,489505495	89,09	678,2	0	0	0	2	0"
"24/03/2013	Generic	182	25599	0,007109653	0,492252747	89,59	643,5	1	89,59	0,005494505	11	57,95"
"25/03/2013	Generic	188	24406	0,007703024	0,500319149	94,06	698,4	0	0	0	6	0"
"26/03/2013	Generic	182	20271	0,008978343	0,496428571	90,35	692,8	1	90,35	0,005494505	4	118,32"
"27/03/2013	Generic	168	19607	0,008568368	0,508214286	85,38	791,6	0	0	0	6	0"
"28/03/2013	Generic	161	17437	0,00923324	0,524968944	84,52	724,7	0	0	0	4	0"
"29/03/2013	Generic	164	19533	0,008396048	0,501097561	82,18	662,1	0	0	0	8	0"
"30/03/2013	Generic	166	20403	0,008136058	0,47060241	78,12	762,6	1	78,12	0,006024096	3	49,45"
"31/03/2013	Generic	174	21026	0,008275468	0,472068966	82,14	709,4	0	0	0	4	0"
"01/04/2013	Generic	178	23518	0,007568671	0,540955056	96,29	727,6	1	96,29	0,005617978	7	68,95"
"02/04/2013	Generic	192	19977	0,009611053	0,498229167	95,66	744,2	0	0	0	4	0"
"03/04/2013	Generic	191	25451	0,007504617	0,497591623	95,04	767,7	0	0	0	10	0"
"04/04/2013	Generic	181	20556	0,008805215	0,512044199	92,68	674,4	2	46,34	0,011049724	5	90,4"
"05/04/2013	Generic	174	28117	0,006188427	0,521494253	90,74	760,6	0	0	0	5	0"
"06/04/2013	Generic	179	21512	0,008320937	0,506927374	90,74	686,3	0	0	0	5	0"
"07/04/2013	Generic	178	19110	0,009314495	0,50241573	89,43	672,4	1	89,43	0,005617978	6	461,95"
"08/04/2013	Generic	189	25910	0,007294481	0,497777778	94,08	720,9	1	94,08	0,005291005	15	79,95"
"09/04/2013	Generic	84	21376	0,003929641	0,480714286	40,38	332,6	0	0	0	5	0"
"10/04/2013	Generic	75	17570	0,00426864	0,347466667	26,06	395,8	0	0	0	7	0"
"11/04/2013	Generic	70	23028	0,003039778	0,369285714	25,85	328,8	0	0	0	2	0"
"12/04/2013	Generic	64	27098	0,002361798	0,406875	26,04	327,6	1	26,04	0,015625	6	49,95"
"13/04/2013	Generic	67	22487	0,002979499	0,377462687	25,29	369,8	0	0	0	4	0"
"14/04/2013	Generic	64	23802	0,00268885	0,39421875	25,23	238,8	2	12,615	0,03125	6	324,8"
"15/04/2013	Generic	67	28916	0,002317056	0,376567164	25,23	365,2	0	0	0	7	0"
"16/04/2013	Generic	67	23790	0,002816309	0,393880597	26,39	417,3	1	26,39	0,014925373	7	31,45"
"17/04/2013	Generic	69	20742	0,003326584	0,372608696	25,71	401,9	0	0	0	6	0"
"18/04/2013	Generic	63	16957	0,00371528	0,404761905	25,5	426,8	1	25,5	0,015873016	1	182,95"
"19/04/2013	Generic	67	21016	0,003188047	0,367910448	24,65	316,9	0	0	0	6	0"
"20/04/2013	Generic	64	21263	0,003009923	0,38546875	24,67	375,6	0	0	0	2	0"
"21/04/2013	Generic	61	19133	0,003188209	0,401639344	24,5	188,2	0	0	0	6	0"
"22/04/2013	Generic	62	20516	0,003022032	0,417741935	25,9	348,3	1	25,9	0,016129032	2	81,45"
"23/04/2013	Generic	69	27514	0,002507814	0,375217391	25,89	373,2	0	0	0	8	0"
"24/04/2013	Generic	64	22659	0,002824485	0,3984375	25,5	407,4	0	0	0	9	0"
"25/04/2013	Generic	60	22743	0,002638174	0,426833333	25,61	520,5	0	0	0	4	0"
"26/04/2013	Generic	64	18235	0,003509734	0,39140625	25,05	363,8	0	0	0	3	0"
"27/04/2013	Generic	58	20298	0,002857424	0,408103448	23,67	217,1	1	23,67	0,017241379	7	53,95"
"28/04/2013	Generic	57	23043	0,002473636	0,408421053	23,28	329,3	1	23,28	0,01754386	5	114,95"
"29/04/2013	Generic	56	16687	0,003355906	0,394821429	22,11	224,2	0	0	0	4	0"
"30/04/2013	Generic	58	21853	0,002654098	0,377931034	21,92	342,8	0	0	0	6	0"
"01/05/2013	Generic	69	21884	0,003152988	0,376956522	26,01	357,8	0	0	0	6	0"
"02/05/2013	Generic	61	19385	0,003146763	0,42147541	25,71	311,5	0	0	0	6	0"
"03/05/2013	Generic	64	17386	0,003681123	0,37640625	24,09	293,8	0	0	0	3	0"
"04/05/2013	Generic	59	17912	0,003293881	0,41779661	24,65	308,5	0	0	0	0	0"
"05/05/2013	Generic	61	18753	0,003252813	0,410655738	25,05	339,8	1	25,05	0,016393443	4	260,9"
"06/05/2013	Generic	66	22325	0,002956327	0,386060606	25,48	302,3	1	25,48	0,015151515	6	76,95"
"07/05/2013	Generic	59	20374	0,002895848	0,43779661	25,83	397,1	1	25,83	0,016949153	1	204,95"
"08/05/2013	Generic	62	21114	0,00293644	0,410806452	25,47	293,4	1	25,47	0,016129032	7	283,95"
"09/05/2013	Generic	60	18240	0,003289474	0,421833333	25,31	280,8	0	0	0	11	0"
"10/05/2013	Generic	60	19659	0,003052037	0,390333333	23,42	280,6	1	23,42	0,016666667	8	128"
"11/05/2013	Generic	62	25843	0,002399102	0,390483871	24,21	170,5	1	24,21	0,016129032	10	35,45"
"12/05/2013	Generic	70	23140	0,003025065	0,353857143	24,77	266,6	0	0	0	15	0"
"13/05/2013	Generic	72	20174	0,00356895	0,368194444	26,51	265,1	2	13,255	0,027777778	12	248,6"
"14/05/2013	Generic	64	21056	0,003039514	0,40140625	25,69	267,3	0	0	0	6	0"
"15/05/2013	Generic	61	26204	0,002327889	0,411803279	25,12	476,1	2	12,56	0,032786885	10	326,9"
"16/05/2013	Generic	45	12261	0,003670174	0,387111111	17,42	353,1	1	17,42	0,022222222	7	138,45"
"17/05/2013	Generic	38	13002	0,002922627	0,428421053	16,28	314,1	0	0	0	4	0"
"18/05/2013	Generic	66	14638	0,004508813	0,387121212	25,55	599,7	2	12,775	0,03030303	10	149,4"
"19/05/2013	Generic	58	18208	0,003185413	0,378793103	21,97	536,9	0	0	0	6	0"
"20/05/2013	Generic	48	15448	0,003107198	0,409583333	19,66	444,8	0	0	0	5	0"
"21/05/2013	Generic	165	21494	0,007676561	0,551272727	90,96	589,8	0	0	0	7	0"
"22/05/2013	Generic	176	18233	0,009652827	0,502556818	88,45	846,6	0	0	0	5	0"
"23/05/2013	Generic	186	16006	0,011620642	0,487956989	90,76	846,6	0	0	0	8	0"
"24/05/2013	Generic	266	19334	0,013758146	0,583834586	155,3	895,7	0	0	0	6	0"
"25/05/2013	Generic	248	18162	0,013654884	0,607620968	150,69	946,5	0	0	0	3	0"
"26/05/2013	Generic	263	18416	0,01428106	0,591634981	155,6	873,7	0	0	0	2	0"
"27/05/2013	Generic	298	21903	0,013605442	0,532483221	158,68	962,2	0	0	0	5	0"
"28/05/2013	Generic	298	21580	0,013809082	0,538154362	160,37	978,3	0	0	0	6	0"
"29/05/2013	Generic	290	21851	0,013271704	0,552068966	160,1	955,2	1	160,1	0,003448276	5	71,65"
"30/05/2013	Generic	291	21244	0,013697985	0,544570447	158,47	937,2	0	0	0	4	0"
"31/05/2013	Generic	268	23017	0,011643568	0,559104478	149,84	957,7	0	0	0	6	0"
"01/06/2013	Generic	277	26102	0,010612214	0,584296029	161,85	961,7	1	161,85	0,003610108	9	135,45"
"02/06/2013	Generic	290	26086	0,011117074	0,559551724	162,27	956,3	2	81,135	0,006896552	14	221,9"
"03/06/2013	Generic	180	11602	0,015514566	0,566444444	101,96	922	0	0	0	5	0"
"04/06/2013	Generic	172	8121	0,021179658	0,579767442	99,72	898,7	0	0	0	0	0"
