"Jour	Type	Clics	Impressions	CTR	CPC.moy.	Co?t	Position.moy.	Clics.convertis	Co?t.clic.converti	Taux.de.conversion.des.clics	Conv..apr?s.affichage	Valeur.de.conv..totale"
"18/12/2012	Brand	131	577	0,227036395	0,361908397	47,41	50	5	9,482	0,038167939	0	312,7"
"19/12/2012	Brand	156	880	0,177272727	0,296153846	46,2	44,7	3	15,4	0,019230769	0	406,95"
"20/12/2012	Brand	145	1286	0,112752722	0,313862069	45,51	44,4	4	11,3775	0,027586207	0	397,8"
"21/12/2012	Brand	125	716	0,174581006	0,30248	37,81	41,5	1	37,81	0,008	0	66,45"
"22/12/2012	Brand	109	599	0,18196995	0,373944954	40,76	45,5	2	20,38	0,018348624	0	75,85"
"23/12/2012	Brand	125	923	0,135427952	0,32688	40,86	45,8	2	20,43	0,016	0	131,3"
"24/12/2012	Brand	118	445	0,265168539	0,346355932	40,87	41,6	9	4,541111111	0,076271186	0	1045"
"25/12/2012	Brand	91	410	0,22195122	0,446483516	40,63	48,2	2	20,315	0,021978022	0	246,65"
"26/12/2012	Brand	79	216	0,365740741	0,536202532	42,36	42	6	7,06	0,075949367	0	735,3"
"27/12/2012	Brand	105	270	0,388888889	0,408857143	42,93	41,1	9	4,77	0,085714286	0	1010,65"
"28/12/2012	Brand	106	312	0,33974359	0,390283019	41,37	43	8	5,17125	0,075471698	0	1413,5"
"29/12/2012	Brand	114	401	0,284289277	0,344210526	39,24	45,1	7	5,605714286	0,061403509	0	627,5"
"30/12/2012	Brand	111	363	0,305785124	0,352792793	39,16	38,1	10	3,916	0,09009009	0	1137"
"31/12/2012	Brand	108	334	0,323353293	0,358148148	38,68	40	4	9,67	0,037037037	0	260,8"
"01/01/2013	Brand	120	550	0,218181818	0,36925	44,31	45	9	4,923333333	0,075	0	1335,8"
"02/01/2013	Brand	324	1553	0,208628461	0,346481481	112,26	43	21	5,345714286	0,064814815	0	2094,75"
"03/01/2013	Brand	391	2538	0,154058314	0,299872123	117,25	47,1	13	9,019230769	0,033248082	0	977,3"
"04/01/2013	Brand	434	2580	0,168217054	0,266152074	115,51	46	27	4,278148148	0,062211982	0	2207,8"
"05/01/2013	Brand	383	2410	0,158921162	0,261357702	100,1	47,1	22	4,55	0,057441253	0	1961,75"
"06/01/2013	Brand	388	2767	0,140224069	0,286546392	111,18	47,2	16	6,94875	0,041237113	0	1514,85"
"07/01/2013	Brand	362	2653	0,136449303	0,326850829	118,32	48	17	6,96	0,046961326	0	2081,5"
"08/01/2013	Brand	361	3046	0,118516087	0,359085873	129,63	46	18	7,201666667	0,049861496	0	1631,9"
"09/01/2013	Brand	336	2827	0,118853909	0,424136905	142,51	48,2	13	10,96230769	0,038690476	0	905,8"
"10/01/2013	Brand	338	2428	0,139209226	0,460621302	155,69	48,3	11	14,15363636	0,032544379	0	890,9"
"11/01/2013	Brand	298	2283	0,130530004	0,518993289	154,66	47,8	10	15,466	0,033557047	0	774,8"
"12/01/2013	Brand	284	2062	0,137730359	0,545739437	154,99	50,4	15	10,33266667	0,052816901	0	925,05"
"13/01/2013	Brand	290	1982	0,146316852	0,533655172	154,76	52,2	15	10,31733333	0,051724138	0	1409,1"
"14/01/2013	Brand	287	2288	0,125437063	0,565818815	162,39	52,8	15	10,826	0,052264808	0	942,1"
"15/01/2013	Brand	289	2172	0,13305709	0,557474048	161,11	52,1	9	17,90111111	0,031141869	0	779,35"
"16/01/2013	Brand	261	2221	0,117514633	0,606628352	158,33	53,2	12	13,19416667	0,045977011	0	1678,2"
"17/01/2013	Brand	252	1418	0,177715092	0,624444444	157,36	52	8	19,67	0,031746032	0	347,35"
"18/01/2013	Brand	250	1997	0,125187782	0,61272	153,18	53,8	15	10,212	0,06	0	1368,8"
"19/01/2013	Brand	260	2341	0,111063648	0,583961538	151,83	51	6	25,305	0,023076923	0	464,95"
"20/01/2013	Brand	279	2296	0,121515679	0,550860215	153,69	50,5	19	8,088947368	0,068100358	0	1937,15"
"21/01/2013	Brand	267	1764	0,151360544	0,586779026	156,67	54,4	15	10,44466667	0,056179775	0	1371,3"
"22/01/2013	Brand	255	2182	0,116865261	0,593176471	151,26	50,6	10	15,126	0,039215686	0	684,55"
"23/01/2013	Brand	278	2398	0,115929942	0,560863309	155,92	49,8	9	17,32444444	0,032374101	0	769,15"
"24/01/2013	Brand	245	2106	0,116334283	0,634530612	155,46	52,9	8	19,4325	0,032653061	0	709,6"
"25/01/2013	Brand	228	2422	0,094137077	0,239254386	54,55	48	6	9,091666667	0,026315789	0	437,35"
"26/01/2013	Brand	243	2614	0,092960979	0,242386831	58,9	47,2	9	6,544444444	0,037037037	0	1028,55"
"27/01/2013	Brand	337	3216	0,104788557	0,257418398	86,75	48,1	9	9,638888889	0,026706231	0	853"
"28/01/2013	Brand	313	2640	0,118560606	0,22884984	71,63	48	16	4,476875	0,051118211	0	1337,35"
"29/01/2013	Brand	279	2651	0,105243304	0,230286738	64,25	48	10	6,425	0,035842294	0	599,35"
"30/01/2013	Brand	317	3074	0,103122967	0,245741325	77,9	47,1	13	5,992307692	0,041009464	0	1329,95"
"31/01/2013	Brand	62	865	0,071676301	0,261612903	16,22	27	1	16,22	0,016129032	0	20,45"
"01/02/2013	Brand	156	1410	0,110638298	0,25224359	39,35	18	7	5,621428571	0,044871795	0	325,15"
"02/02/2013	Brand	225	2640	0,085227273	0,237022222	53,33	48,3	3	17,77666667	0,013333333	0	117,55"
"03/02/2013	Brand	302	2852	0,105890603	0,254072848	76,73	47,3	9	8,525555556	0,029801325	0	675,9"
"04/02/2013	Brand	250	2662	0,09391435	0,24672	61,68	47,2	5	12,336	0,02	0	213,55"
"05/02/2013	Brand	255	2654	0,096081387	0,212784314	54,26	48,6	11	4,932727273	0,043137255	0	915,55"
"06/02/2013	Brand	241	2913	0,082732578	0,238215768	57,41	47	12	4,784166667	0,049792531	0	1138,15"
"07/02/2013	Brand	218	2753	0,079186342	0,149082569	32,5	47,1	6	5,416666667	0,027522936	0	1284,4"
"08/02/2013	Brand	236	2357	0,10012728	0,196567797	46,39	47,1	17	2,728823529	0,072033898	0	1279,75"
"09/02/2013	Brand	266	2617	0,101643103	0,204210526	54,32	46	18	3,017777778	0,067669173	0	1624,3"
"10/02/2013	Brand	306	2903	0,105408198	0,20120915	61,57	47	16	3,848125	0,052287582	0	1699,05"
"11/02/2013	Brand	266	2984	0,089142091	0,18056391	48,03	48,1	15	3,202	0,056390977	0	1243,35"
"12/02/2013	Brand	208	2379	0,087431694	0,191490385	39,83	48,4	8	4,97875	0,038461538	0	984,4"
"13/02/2013	Brand	238	2901	0,082040676	0,191680672	45,62	47	7	6,517142857	0,029411765	0	625,85"
"14/02/2013	Brand	173	2333	0,07415345	0,205375723	35,53	47	6	5,921666667	0,034682081	0	523,05"
"15/02/2013	Brand	217	2208	0,098278986	0,208986175	45,35	46	6	7,558333333	0,02764977	0	488,25"
"16/02/2013	Brand	199	2904	0,068526171	0,169246231	33,68	47,1	6	5,613333333	0,030150754	0	638,9"
"17/02/2013	Brand	232	2762	0,083997104	0,141077586	32,73	46	11	2,975454545	0,047413793	0	731,45"
"18/02/2013	Brand	220	2942	0,074779062	0,1645	36,19	48,1	8	4,52375	0,036363636	0	845,65"
"19/02/2013	Brand	195	2603	0,074913561	0,160461538	31,29	48	16	1,955625	0,082051282	0	1895,2"
"20/02/2013	Brand	194	2545	0,076227898	0,146340206	28,39	48,3	4	7,0975	0,020618557	0	127,6"
"21/02/2013	Brand	209	2561	0,081608747	0,15507177	32,41	48	8	4,05125	0,038277512	0	707,55"
"22/02/2013	Brand	186	2288	0,081293706	0,154784946	28,79	46	10	2,879	0,053763441	0	806,6"
"23/02/2013	Brand	223	2972	0,075033647	0,195964126	43,7	48,2	10	4,37	0,044843049	0	590,9"
"24/02/2013	Brand	264	3227	0,08180973	0,173333333	45,76	46	7	6,537142857	0,026515152	0	599"
"25/02/2013	Brand	262	3446	0,07603018	0,158740458	41,59	47	8	5,19875	0,030534351	0	1516,7"
"26/02/2013	Brand	235	2946	0,079769179	0,159829787	37,56	47	8	4,695	0,034042553	0	1386,49"
"27/02/2013	Brand	224	2799	0,080028582	0,1659375	37,17	48	4	9,2925	0,017857143	0	596,55"
"28/02/2013	Brand	187	2543	0,073535195	0,138235294	25,85	46,1	2	12,925	0,010695187	0	127,7"
"01/03/2013	Brand	212	2593	0,081758581	0,144386792	30,61	48,4	7	4,372857143	0,033018868	0	1025,9"
"02/03/2013	Brand	232	2932	0,079126876	0,169655172	39,36	48,8	6	6,56	0,025862069	0	586,2"
"03/03/2013	Brand	227	3280	0,069207317	0,152290749	34,57	48,2	7	4,938571429	0,030837004	0	1165,15"
"04/03/2013	Brand	224	2912	0,076923077	0,157991071	35,39	48,3	4	8,8475	0,017857143	0	730,87"
"05/03/2013	Brand	219	2758	0,079405366	0,166894977	36,55	49,8	9	4,061111111	0,04109589	0	1408,12"
"06/03/2013	Brand	187	2619	0,071401298	0,17171123	32,11	46,6	4	8,0275	0,021390374	0	277,8"
"07/03/2013	Brand	251	3261	0,076970255	0,18685259	46,9	47,1	6	7,816666667	0,023904382	0	532,25"
"08/03/2013	Brand	207	2548	0,081240188	0,247874396	51,31	47,2	3	17,10333333	0,014492754	0	630,85"
"09/03/2013	Brand	157	2263	0,069376933	0,324267516	50,91	50,6	6	8,485	0,038216561	0	451,6"
"10/03/2013	Brand	217	2992	0,072526738	0,234470046	50,88	51,8	11	4,625454545	0,050691244	0	1160,45"
"11/03/2013	Brand	182	2592	0,070216049	0,304230769	55,37	44,3	5	11,074	0,027472527	0	313,87"
"12/03/2013	Brand	154	1907	0,080755113	0,350974026	54,05	45,4	3	18,01666667	0,019480519	0	538,35"
"13/03/2013	Brand	124	1553	0,07984546	0,426693548	52,91	44,1	6	8,818333333	0,048387097	0	480,45"
"14/03/2013	Brand	141	2195	0,064236902	0,373120567	52,61	49,7	4	13,1525	0,028368794	0	843,3"
"15/03/2013	Brand	86	712	0,120786517	0,584186047	50,24	52,4	5	10,048	0,058139535	0	568,32"
"16/03/2013	Brand	134	1137	0,117854002	0,381567164	51,13	48,3	3	17,04333333	0,02238806	0	683,3"
"17/03/2013	Brand	138	1449	0,095238095	0,362391304	50,01	43,2	1	50,01	0,007246377	0	90,45"
"18/03/2013	Brand	90	501	0,179640719	0,589555556	53,06	48,7	7	7,58	0,077777778	0	763,3"
"19/03/2013	Brand	97	503	0,192842942	0,54185567	52,56	47,5	0	0	0	0	0"
"20/03/2013	Brand	89	465	0,191397849	0,598539326	53,27	55,5	3	17,75666667	0,033707865	0	786,17"
"21/03/2013	Brand	82	554	0,14801444	0,640243902	52,5	44,8	5	10,5	0,06097561	0	1129,75"
"22/03/2013	Brand	71	461	0,154013015	0,702816901	49,9	52,7	4	12,475	0,056338028	0	242,85"
"23/03/2013	Brand	66	317	0,208201893	0,751515152	49,6	48,3	1	49,6	0,015151515	0	148,45"
"24/03/2013	Brand	61	334	0,182634731	0,80295082	48,98	48	1	48,98	0,016393443	0	49,95"
"25/03/2013	Brand	72	488	0,147540984	0,741527778	53,39	49,4	3	17,79666667	0,041666667	0	202,35"
"26/03/2013	Brand	66	329	0,200607903	0,792424242	52,3	43,3	4	13,075	0,060606061	0	252,7"
"27/03/2013	Brand	71	387	0,183462532	0,713239437	50,64	55,8	3	16,88	0,042253521	0	258,4"
"28/03/2013	Brand	68	458	0,148471616	0,722941176	49,16	48,3	4	12,29	0,058823529	0	497,85"
"29/03/2013	Brand	64	287	0,222996516	0,7465625	47,78	51,1	1	47,78	0,015625	0	75,95"
"30/03/2013	Brand	64	387	0,165374677	0,70109375	44,87	48,1	3	14,95666667	0,046875	0	248,3"
"31/03/2013	Brand	59	314	0,187898089	0,738135593	43,55	57,7	1	43,55	0,016949153	0	35,95"
"01/04/2013	Brand	66	258	0,255813953	0,815151515	53,8	44,1	0	0	0	0	0"
"02/04/2013	Brand	67	570	0,11754386	0,795373134	53,29	49,9	3	17,76333333	0,044776119	0	318,35"
"03/04/2013	Brand	71	348	0,204022989	0,741830986	52,67	49,3	3	17,55666667	0,042253521	0	650,1"
"04/04/2013	Brand	67	385	0,174025974	0,781343284	52,35	50,6	6	8,725	0,089552239	0	434,7"
"05/04/2013	Brand	67	442	0,15158371	0,750597015	50,29	51,8	2	25,145	0,029850746	0	95,4"
"06/04/2013	Brand	65	369	0,176151762	0,779384615	50,66	47,3	2	25,33	0,030769231	0	163,9"
"07/04/2013	Brand	65	416	0,15625	0,778769231	50,62	52,8	2	25,31	0,030769231	0	157,9"
"08/04/2013	Brand	74	350	0,211428571	0,713918919	52,83	46,7	6	8,805	0,081081081	0	436,2"
"09/04/2013	Brand	141	818	0,172371638	0,749432624	105,67	49,3	2	52,835	0,014184397	0	265,9"
"10/04/2013	Brand	159	985	0,16142132	0,654591195	104,08	55,7	6	17,34666667	0,037735849	0	459,2"
"11/04/2013	Brand	130	683	0,19033675	0,783461538	101,85	50,9	6	16,975	0,046153846	0	984,7"
"12/04/2013	Brand	122	691	0,176555716	0,815901639	99,54	52,5	5	19,908	0,040983607	0	1229,7"
"13/04/2013	Brand	125	482	0,2593361	0,794	99,25	49,5	5	19,85	0,04	0	448,25"
"14/04/2013	Brand	131	830	0,157831325	0,762061069	99,83	51,7	3	33,27666667	0,022900763	0	467,8"
"15/04/2013	Brand	143	1028	0,139105058	0,734125874	104,98	54,3	6	17,49666667	0,041958042	0	1045,6"
"16/04/2013	Brand	135	707	0,190947666	0,761925926	102,86	53,5	8	12,8575	0,059259259	0	809,1"
"17/04/2013	Brand	140	852	0,164319249	0,728785714	102,03	51,1	3	34,01	0,021428571	0	546,3"
"18/04/2013	Brand	148	1024	0,14453125	0,678243243	100,38	50,3	4	25,095	0,027027027	0	203,8"
"19/04/2013	Brand	144	599	0,240400668	0,684236111	98,53	51,6	5	19,706	0,034722222	0	534,75"
"20/04/2013	Brand	131	938	0,139658849	0,755648855	98,99	50,9	8	12,37375	0,061068702	0	1798,6"
"21/04/2013	Brand	139	856	0,162383178	0,713956835	99,24	53,1	4	24,81	0,028776978	0	279,8"
"22/04/2013	Brand	138	764	0,180628272	0,750797101	103,61	51,5	9	11,51222222	0,065217391	0	973"
"23/04/2013	Brand	139	626	0,222044728	0,730647482	101,56	52	7	14,50857143	0,050359712	0	754,2"
"24/04/2013	Brand	136	676	0,201183432	0,736470588	100,16	47,7	8	12,52	0,058823529	0	767,6"
"25/04/2013	Brand	146	815	0,179141104	0,680616438	99,37	45,7	9	11,04111111	0,061643836	0	845,1"
"26/04/2013	Brand	140	738	0,189701897	0,684071429	95,77	51,9	3	31,92333333	0,021428571	0	487,3"
"27/04/2013	Brand	135	544	0,248161765	0,711851852	96,1	53,9	4	24,025	0,02962963	0	703,85"
"28/04/2013	Brand	147	544	0,270220588	0,654829932	96,26	47,5	6	16,04333333	0,040816327	0	637,25"
"29/04/2013	Brand	141	989	0,142568251	0,680921986	96,01	51,6	4	24,0025	0,028368794	0	325,8"
"30/04/2013	Brand	120	858	0,13986014	0,781833333	93,82	53,1	10	9,382	0,083333333	0	1281,95"
"01/05/2013	Brand	147	1001	0,146853147	0,696870748	102,44	52,9	4	25,61	0,027210884	0	451,35"
"02/05/2013	Brand	138	1088	0,126838235	0,73384058	101,27	51,1	8	12,65875	0,057971014	0	1419,55"
"03/05/2013	Brand	127	871	0,145809414	0,775354331	98,47	53	3	32,82333333	0,023622047	0	163,85"
"04/05/2013	Brand	135	900	0,15	0,725703704	97,97	56,7	3	32,65666667	0,022222222	0	241,85"
"05/05/2013	Brand	142	1023	0,138807429	0,692323944	98,31	58	4	24,5775	0,028169014	0	523,3"
"06/05/2013	Brand	139	795	0,174842767	0,753381295	104,72	56,5	6	17,45333333	0,043165468	0	591,2"
"07/05/2013	Brand	148	1154	0,128249567	0,691351351	102,32	57,2	4	25,58	0,027027027	0	513,75"
"08/05/2013	Brand	166	1256	0,132165605	0,500120482	83,02	53,3	5	16,604	0,030120482	0	749,2"
"09/05/2013	Brand	223	2359	0,094531581	0,266053812	59,33	46,6	5	11,866	0,022421525	0	572,75"
"10/05/2013	Brand	231	2014	0,11469712	0,277965368	64,21	47,3	8	8,02625	0,034632035	0	585,7"
"11/05/2013	Brand	213	2396	0,088898164	0,241032864	51,34	47,5	6	8,556666667	0,028169014	0	465,7"
"12/05/2013	Brand	270	3183	0,084825636	0,259444444	70,05	50,1	8	8,75625	0,02962963	0	717,1"
"13/05/2013	Brand	280	2611	0,107238606	0,209857143	58,76	48,8	8	7,345	0,028571429	0	929,65"
"14/05/2013	Brand	270	2940	0,091836735	0,196111111	52,95	48,2	18	2,941666667	0,066666667	0	1743,4"
"15/05/2013	Brand	287	3015	0,095190713	0,164320557	47,16	46	9	5,24	0,031358885	0	920,95"
"16/05/2013	Brand	245	2564	0,095553822	0,153836735	37,69	46,1	10	3,769	0,040816327	0	838,05"
"17/05/2013	Brand	211	2728	0,077346041	0,156445498	33,01	48	5	6,602	0,023696682	0	603,25"
"18/05/2013	Brand	194	2479	0,078257362	0,31685567	61,47	48	5	12,294	0,025773196	0	648,7"
"19/05/2013	Brand	208	3243	0,064138144	0,296538462	61,68	48,1	7	8,811428571	0,033653846	0	654,6"
"20/05/2013	Brand	246	2917	0,084333219	0,296747967	73	48	6	12,16666667	0,024390244	0	757,7"
"21/05/2013	Brand	220	2486	0,088495575	0,299772727	65,95	45	6	10,99166667	0,027272727	0	487,2"
"22/05/2013	Brand	222	2610	0,085057471	0,292072072	64,84	38	9	7,204444444	0,040540541	0	1141,85"
"23/05/2013	Brand	179	2526	0,070863025	0,272067039	48,7	24	4	12,175	0,022346369	0	825,25"
"24/05/2013	Brand	209	2545	0,082121807	0,2984689	62,38	24,2	5	12,476	0,023923445	0	441,25"
"25/05/2013	Brand	179	2047	0,087445042	0,337932961	60,49	24	4	15,1225	0,022346369	0	446,75"
"26/05/2013	Brand	181	2149	0,084225221	0,307237569	55,61	24,1	7	7,944285714	0,038674033	0	821,15"
"27/05/2013	Brand	222	2805	0,079144385	0,298828829	66,34	24	8	8,2925	0,036036036	0	968,9"
"28/05/2013	Brand	239	2773	0,086188244	0,292845188	69,99	24	9	7,776666667	0,037656904	0	1351,6"
"29/05/2013	Brand	244	2873	0,084928646	0,317991803	77,59	24,1	6	12,93166667	0,024590164	0	791,4"
"30/05/2013	Brand	212	2594	0,081727062	0,324528302	68,8	24	4	17,2	0,018867925	0	541,35"
"31/05/2013	Brand	171	2112	0,080965909	0,312046784	53,36	24	6	8,893333333	0,035087719	0	628,65"
"01/06/2013	Brand	161	1954	0,082395087	0,320745342	51,64	24	5	10,328	0,031055901	0	731,55"
"02/06/2013	Brand	204	2274	0,089709763	0,353088235	72,03	24,1	5	14,406	0,024509804	0	342,8"
"03/06/2013	Brand	200	2393	0,0835771	0,28435	56,87	23	10	5,687	0,05	0	1364,15"
"04/06/2013	Brand	216	2458	0,087876322	0,312407407	67,48	24	15	4,498666667	0,069444444	0	1753,65"
"05/06/2013	Brand	233	2591	0,089926669	0,302060086	70,38	24	12	5,865	0,051502146	0	1077,2"
"06/06/2013	Brand	246	2494	0,098636728	0,294390244	72,42	24	20	3,621	0,081300813	0	2693,65"
"07/06/2013	Brand	239	2186	0,109332113	0,264853556	63,3	24	9	7,033333333	0,037656904	0	733,5"
"08/06/2013	Brand	177	1969	0,089893347	0,260282486	46,07	24,1	9	5,118888889	0,050847458	0	1218,7"
"09/06/2013	Brand	223	2599	0,085802232	0,259237668	57,81	24,1	14	4,129285714	0,062780269	0	1384,3"
"10/06/2013	Brand	218	2422	0,090008258	0,257385321	56,11	24	7	8,015714286	0,032110092	0	578,65"
"11/06/2013	Brand	206	2492	0,082664526	0,278495146	57,37	24	7	8,195714286	0,033980583	0	1004,1"
"12/06/2013	Brand	214	2565	0,083430799	0,185186916	39,63	24	12	3,3025	0,056074766	0	1106,85"
"13/06/2013	Brand	263	2664	0,098723724	0,154752852	40,7	23	11	3,7	0,041825095	0	1183,15"
"14/06/2013	Brand	199	2427	0,081994232	0,167386935	33,31	24	3	11,10333333	0,015075377	0	229,95"
"15/06/2013	Brand	177	2274	0,077836412	0,187853107	33,25	24	1	33,25	0,005649718	0	159,75"
"16/06/2013	Brand	243	2979	0,081570997	0,224403292	54,53	24	3	18,17666667	0,012345679	0	234,45"
"17/06/2013	Brand	240	2720	0,088235294	0,301875	72,45	24,2	5	14,49	0,020833333	0	804,7"
"18/06/2013	Brand	220	2450	0,089795918	0,381818182	84	24,1	8	10,5	0,036363636	0	749,2"
"19/06/2013	Brand	216	2292	0,094240838	0,388472222	83,91	25,7	5	16,782	0,023148148	0	295,35"
"20/06/2013	Brand	230	1687	0,136336692	0,365086957	83,97	25,1	15	5,598	0,065217391	0	2117,2"
"21/06/2013	Brand	253	2172	0,116482505	0,33173913	83,93	25,6	16	5,245625	0,063241107	0	1535,05"
"22/06/2013	Brand	267	1994	0,133901705	0,314456929	83,96	24,1	12	6,996666667	0,04494382	0	1164,3"
"23/06/2013	Brand	306	1826	0,167579409	0,274444444	83,98	24,3	14	5,998571429	0,045751634	0	1304,85"
"24/06/2013	Brand	303	2519	0,120285828	0,259141914	78,52	24,2	11	7,138181818	0,03630363	0	844,6"
"25/06/2013	Brand	305	2373	0,128529288	0,261967213	79,9	22,2	17	4,7	0,055737705	0	1839,8"
"26/06/2013	Brand	285	2131	0,133740028	0,235333333	67,07	24	10	6,707	0,035087719	0	1041,7"
"27/06/2013	Brand	315	2460	0,12804878	0,235650794	74,23	24	15	4,948666667	0,047619048	0	913,1"
"28/06/2013	Brand	306	2673	0,114478114	0,219019608	67,02	24	17	3,942352941	0,055555556	0	1608,5"
"29/06/2013	Brand	265	2142	0,123716153	0,220113208	58,33	24,2	15	3,888666667	0,056603774	0	1145,1"
"30/06/2013	Brand	270	2242	0,120428189	0,178259259	48,13	24	9	5,347777778	0,033333333	0	853"
"01/07/2013	Brand	349	2425	0,143917526	0,192005731	67,01	24	10	6,701	0,028653295	0	739,25"
"02/07/2013	Brand	301	2508	0,120015949	0,182524917	54,94	24	15	3,662666667	0,049833887	0	1338,7"
"03/07/2013	Brand	290	2304	0,125868056	0,180758621	52,42	23,1	8	6,5525	0,027586207	0	791,2"
"04/07/2013	Brand	250	2079	0,12025012	0,17776	44,44	24,1	7	6,348571429	0,028	0	593,8"
"05/07/2013	Brand	232	2266	0,102383054	0,194051724	45,02	24	5	9,004	0,021551724	0	368,8"
"06/07/2013	Brand	230	1825	0,126027397	0,177565217	40,84	24,2	16	2,5525	0,069565217	0	1066,95"
"07/07/2013	Brand	243	2187	0,111111111	0,207160494	50,34	24	8	6,2925	0,032921811	0	574,6"
"08/07/2013	Brand	263	2138	0,123012161	0,225095057	59,2	24	9	6,577777778	0,034220532	0	729,2"
"09/07/2013	Brand	296	2138	0,138447147	0,204831081	60,63	24	9	6,736666667	0,030405405	0	660,6"
"10/07/2013	Brand	283	2066	0,136979671	0,196113074	55,5	24	6	9,25	0,021201413	0	273"
"11/07/2013	Brand	246	2106	0,116809117	0,178902439	44,01	24,2	17	2,588823529	0,069105691	0	1253,55"
"12/07/2013	Brand	201	2007	0,100149477	0,202238806	40,65	24,1	8	5,08125	0,039800995	0	636"
"13/07/2013	Brand	212	1527	0,138834316	0,198915094	42,17	24,1	4	10,5425	0,018867925	0	274,4"
"14/07/2013	Brand	280	1842	0,152008686	0,196428571	55	24	10	5,5	0,035714286	0	1114,1"
"15/07/2013	Brand	293	2395	0,122338205	0,216109215	63,32	24,1	12	5,276666667	0,040955631	0	1010,25"
"16/07/2013	Brand	305	2016	0,151289683	0,213409836	65,09	24	11	5,917272727	0,036065574	0	826,5"
"17/07/2013	Brand	251	1998	0,125625626	0,195737052	49,13	24,1	9	5,458888889	0,035856574	0	626,1"
"18/07/2013	Brand	253	1804	0,140243902	0,193557312	48,97	24	6	8,161666667	0,023715415	0	235,2"
"19/07/2013	Brand	232	1956	0,118609407	0,184655172	42,84	24	12	3,57	0,051724138	0	668,65"
"20/07/2013	Brand	247	1853	0,133297356	0,210121457	51,9	24,1	5	10,38	0,020242915	0	537,2"
"21/07/2013	Brand	257	1907	0,134766649	0,19077821	49,03	24	5	9,806	0,019455253	0	438,8"
"22/07/2013	Brand	233	1828	0,127461707	0,170815451	39,8	24	10	3,98	0,042918455	0	776,7"
"23/07/2013	Brand	254	2070	0,122705314	0,218582677	55,52	24	14	3,965714286	0,05511811	0	1940,9"
"24/07/2013	Brand	232	1970	0,117766497	0,191982759	44,54	24	5	8,908	0,021551724	0	326,1"
"25/07/2013	Brand	272	2232	0,121863799	0,225588235	61,36	24	14	4,382857143	0,051470588	0	1529,1"
"26/07/2013	Brand	238	1907	0,124803356	0,176134454	41,92	24,1	7	5,988571429	0,029411765	0	433,8"
"27/07/2013	Brand	222	1772	0,125282167	0,206171171	45,77	24	10	4,577	0,045045045	0	835,25"
"28/07/2013	Brand	320	2432	0,131578947	0,18628125	59,61	24	11	5,419090909	0,034375	0	877,5"
"29/07/2013	Brand	317	2552	0,124216301	0,210914826	66,86	24,1	9	7,428888889	0,028391167	0	1222,25"
"30/07/2013	Brand	325	2782	0,11682243	0,216984615	70,52	24	11	6,410909091	0,033846154	0	975,45"
"31/07/2013	Brand	302	2490	0,121285141	0,198245033	59,87	24	7	8,552857143	0,023178808	0	588,05"
"01/08/2013	Brand	221	2218	0,099639315	0,177737557	39,28	24	7	5,611428571	0,031674208	0	739,05"
"02/08/2013	Brand	231	2083	0,110897744	0,19034632	43,97	24	9	4,885555556	0,038961039	0	627,3"
"03/08/2013	Brand	216	1803	0,119800333	0,226296296	48,88	24,1	12	4,073333333	0,055555556	0	1324,35"
"04/08/2013	Brand	211	2105	0,10023753	0,185308057	39,1	24	11	3,554545455	0,052132701	0	791,25"
"05/08/2013	Brand	271	2187	0,123914037	0,229630996	62,23	23,1	11	5,657272727	0,040590406	0	1209,65"
"06/08/2013	Brand	264	2076	0,12716763	0,233636364	61,68	24	8	7,71	0,03030303	0	978,75"
"07/08/2013	Brand	252	1680	0,15	0,302380952	76,2	22	4	19,05	0,015873016	0	215,65"
"08/08/2013	Brand	283	2117	0,133679735	0,264982332	74,99	24	12	6,249166667	0,042402827	0	980,45"
"09/08/2013	Brand	286	1915	0,149347258	0,246153846	70,4	24,2	9	7,822222222	0,031468531	0	798,2"
"10/08/2013	Brand	242	1945	0,124421594	0,255950413	61,94	24	11	5,630909091	0,045454545	0	762,45"
"11/08/2013	Brand	287	1471	0,19510537	0,254843206	73,14	24	7	10,44857143	0,024390244	0	561,9"
"12/08/2013	Brand	260	1062	0,244821092	0,284692308	74,02	20,1	5	14,804	0,019230769	0	725,45"
"13/08/2013	Brand	163	520	0,313461538	0,322883436	52,63	22	2	26,315	0,012269939	0	349,6"
"14/08/2013	Brand	105	389	0,269922879	0,300380952	31,54	23	8	3,9425	0,076190476	0	909,9"
"15/08/2013	Brand	97	315	0,307936508	0,319896907	31,03	21,1	4	7,7575	0,041237113	0	312,55"
"16/08/2013	Brand	89	307	0,28990228	0,336853933	29,98	21,1	2	14,99	0,02247191	0	190,4"
"17/08/2013	Brand	106	356	0,297752809	0,281603774	29,85	19	6	4,975	0,056603774	0	649,05"
"18/08/2013	Brand	93	261	0,356321839	0,320322581	29,79	20,2	4	7,4475	0,043010753	0	230,3"
"19/08/2013	Brand	88	297	0,296296296	0,361136364	31,78	22	8	3,9725	0,090909091	0	848,1"
"20/08/2013	Brand	102	337	0,302670623	0,30627451	31,24	24,4	2	15,62	0,019607843	0	178,4"
"21/08/2013	Brand	83	350	0,237142857	0,318554217	26,44	21	2	13,22	0,024096386	0	251,9"
"22/08/2013	Brand	91	287	0,317073171	0,288791209	26,28	20	2	13,14	0,021978022	0	81,6"
